N.º Serie,Tipo,Material,Ubicacion,Carac,,Nombre Calle,Altura,Letra,Bis,,Coordenada X,Coordenada Y,Zona,,ID,Alta,Baja
374000,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3740,,,,5440852.067708334,6350906.138541667,Alumbrado Zona 3,Dado de Baja,456537,27-12-2020,13-08-2026
372000,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3720,,,,5440857.553125001,6350932.765625,Alumbrado Zona 3,Dado de Baja,456536,27-12-2020,13-08-2026
368000,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3680,,,,5440867.44,6350980.671875,Alumbrado Zona 3,Dado de Baja,456535,27-12-2020,13-08-2026
366000,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3660,,,,5440872.94,6351007.273958334,Alumbrado Zona 3,Dado de Baja,456534,27-12-2020,13-08-2026
364000,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3640,,,,5440878.4399999995,6351033.876041667,Alumbrado Zona 3,Dado de Baja,456533,27-12-2020,13-08-2026
362000,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3620,,,,5440883.9399999995,6351060.478125,Alumbrado Zona 3,Dado de Baja,456532,27-12-2020,13-08-2026
358500,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3585,,,,5440891.916896552,6351099.882758621,Alumbrado Zona 3,Dado de Baja,456531,27-12-2020,13-08-2026
355500,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3555,,,,5440898.4031034475,6351133.017241379,Alumbrado Zona 3,Dado de Baja,456530,27-12-2020,13-08-2026
351500,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3515,,,,5440908.64888889,6351182.473333334,Alumbrado Zona 3,Dado de Baja,456529,27-12-2020,13-08-2026
349000,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3490,,,,5440916.706666667,6351222.298333333,Alumbrado Zona 3,Dado de Baja,456528,27-12-2020,13-08-2026
347000,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3470,,,,5440922.248333333,6351248.769166666,Alumbrado Zona 3,Dado de Baja,456527,27-12-2020,13-08-2026
345000,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3450,,,,5440927.79,6351275.24,Alumbrado Zona 3,Dado de Baja,456526,27-12-2020,13-08-2026
343000,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3430,,,,5440933.331666667,6351301.710833333,Alumbrado Zona 3,Dado de Baja,456525,27-12-2020,13-08-2026
341000,Transversal,Cable Acerado,En Calle,,,NECOCHEA GRAL. MARIANO,3410,,,,5440938.873333333,6351328.181666667,Alumbrado Zona 3,Dado de Baja,456524,27-12-2020,13-08-2026
339000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3390,,,,5440943295,6351349.387499999,Alumbrado Zona 3,Dado de Baja,456523,27-12-2020,13-08-2026
337000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3370,,,,5440948.8075,6351375.931249999,Alumbrado Zona 3,Dado de Baja,456522,27-12-2020,13-08-2026
335000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3350,,,,5440954.32,6351402475,Alumbrado Zona 3,Dado de Baja,456521,27-12-2020,13-08-2026
333000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3330,,,,5440959.8325,6351429.01875,Alumbrado Zona 3,Dado de Baja,456520,27-12-2020,13-08-2026
331000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3310,,,,5440965345,6351455.5625,Alumbrado Zona 3,Dado de Baja,456519,27-12-2020,13-08-2026
329000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3290,,,,5440969.774999999,6351476.780833333,Alumbrado Zona 3,Dado de Baja,456518,27-12-2020,13-08-2026
327000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3270,,,,5440975.337499999,6351503.282916666,Alumbrado Zona 3,Dado de Baja,456517,27-12-2020,13-08-2026
325000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3250,,,,5440980.9,6351529785,Alumbrado Zona 3,Dado de Baja,456516,27-12-2020,13-08-2026
323000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3230,,,,5440986.4625,6351556.287083333,Alumbrado Zona 3,Dado de Baja,456515,27-12-2020,13-08-2026
321000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3210,,,,5440992025,6351582.789166667,Alumbrado Zona 3,Dado de Baja,456514,27-12-2020,13-08-2026
319000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3190,,,,5440996.371666667,6351603.981666666,Alumbrado Zona 3,Dado de Baja,456513,27-12-2020,13-08-2026
317000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3170,,,,5441001.675833333,6351630.460833333,Alumbrado Zona 3,Dado de Baja,456512,27-12-2020,13-08-2026
315049,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3150,,,,5441006.98,6351656.94,Alumbrado Zona 3,Dado de Baja,456511,27-12-2020,13-08-2026
313000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3130,,,,5441011.961304348,6351681.93652174,Alumbrado Zona 3,Dado de Baja,456510,27-12-2020,13-08-2026
311000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3110,,,,5441017.496086957,6351709.710434783,Alumbrado Zona 3,Dado de Baja,456509,27-12-2020,13-08-2026
309000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3090,,,,5441021.8966666665,6351731.46,Alumbrado Zona 3,Dado de Baja,456508,27-12-2020,13-08-2026
307000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3070,,,,5441027.363333333,6351758.0600000005,Alumbrado Zona 3,Dado de Baja,456507,27-12-2020,13-08-2026
305000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3050,,,,5441032.83,6351784.66,Alumbrado Zona 3,Dado de Baja,456506,27-12-2020,13-08-2026
303000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3030,,,,5441038.296666667,6351811.26,Alumbrado Zona 3,Dado de Baja,456505,27-12-2020,13-08-2026
301000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,3010,,,,5441043.763333334,6351837.86,Alumbrado Zona 3,Dado de Baja,456504,27-12-2020,13-08-2026
299000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2990,,,,5441048.141666667,6351859.126666667,Alumbrado Zona 3,Dado de Baja,456503,27-12-2020,13-08-2026
297000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2970,,,,5441053.620833334,6351885.693333333,Alumbrado Zona 3,Dado de Baja,456502,27-12-2020,13-08-2026
295049,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2950,,,,5441059.1,6351912.26,Alumbrado Zona 3,Dado de Baja,456501,27-12-2020,13-08-2026
293000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2930,,,,5441064.273043478,6351937.037391304,Alumbrado Zona 3,Dado de Baja,456500,27-12-2020,13-08-2026
291000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2910,,,,5441070.020869565,6351964.567826087,Alumbrado Zona 3,Dado de Baja,456499,27-12-2020,13-08-2026
289000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2890,,,,5441075.106666666,6351989.126666667,Alumbrado Zona 3,Dado de Baja,456498,27-12-2020,13-08-2026
287000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2870,,,,5441082.073333333,6352022.993333333,Alumbrado Zona 3,Dado de Baja,456497,27-12-2020,13-08-2026
285000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2850,,,,5441089.04,6352056.86,Alumbrado Zona 3,Dado de Baja,456496,27-12-2020,13-08-2026
283000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2830,,,,5441092.753478261,6352074.977391304,Alumbrado Zona 3,Dado de Baja,456495,27-12-2020,13-08-2026
281000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2810,,,,5441096.8795652175,6352095.107826087,Alumbrado Zona 3,Dado de Baja,456494,27-12-2020,13-08-2026
279000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2790,,,,5441100.703333333,6352113.801666667,Alumbrado Zona 3,Dado de Baja,456493,27-12-2020,13-08-2026
277000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2770,,,,5441106.136666667,6352140.405833334,Alumbrado Zona 3,Dado de Baja,456492,27-12-2020,13-08-2026
275000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2750,,,,5441111.57,6352167.01,Alumbrado Zona 3,Dado de Baja,456491,27-12-2020,13-08-2026
273000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2730,,,,5441117.003333334,6352193.614166667,Alumbrado Zona 3,Dado de Baja,456490,27-12-2020,13-08-2026
271000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2710,,,,5441122.436666667,6352220.218333334,Alumbrado Zona 3,Dado de Baja,456489,27-12-2020,13-08-2026
269000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2690,,,,5441126.6925,6352240.8825,Alumbrado Zona 3,Dado de Baja,456488,27-12-2020,13-08-2026
267000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2670,,,,5441131.89875,6352265.938750001,Alumbrado Zona 3,Dado de Baja,456487,27-12-2020,13-08-2026
265000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2650,,,,5441137105,6352290995,Alumbrado Zona 3,Dado de Baja,456486,27-12-2020,13-08-2026
263000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2630,,,,5441142.31125,6352316.05125,Alumbrado Zona 2,Dado de Baja,456485,27-12-2020,13-08-2026
261000,Transversal,Alambre,En Calle,,,NECOCHEA GRAL. MARIANO,2610,,,,5441147.5175,6352341.1075,Alumbrado Zona 2,Dado de Baja,456484,27-12-2020,13-08-2026
82096,Transversal,Cable Acerado,En Camino Lateral,,,FURLONG GUILLERMO,820,,,,5431248.285479452,6355882.180136986,Alumbrado Zona 1,Dado de Baja,456483,27-12-2020,13-08-2026
82097,Transversal,Cable Acerado,En Camino Lateral,,,FURLONG GUILLERMO,820,,,,5431248.285479452,6355882.180136986,Alumbrado Zona 1,Dado de Baja,456482,27-12-2020,13-08-2026
79097,Transversal,Cable Acerado,En Camino Lateral,,,FURLONG GUILLERMO,790,,,,5431246.898493151,6355921.726712328,Alumbrado Zona 1,Dado de Baja,456481,27-12-2020,13-08-2026
79096,Transversal,Cable Acerado,En Camino Lateral,,,FURLONG GUILLERMO,790,,,,5431246.898493151,6355921.726712328,Alumbrado Zona 1,Dado de Baja,456480,27-12-2020,13-08-2026
77096,Transversal,Cable Acerado,En Camino Lateral,,,FURLONG GUILLERMO,770,,,,5431245.973835616,6355948.091095891,Alumbrado Zona 1,Dado de Baja,456479,27-12-2020,13-08-2026
77097,Transversal,Cable Acerado,En Camino Lateral,,,FURLONG GUILLERMO,770,,,,5431245.973835616,6355948.091095891,Alumbrado Zona 1,Dado de Baja,456478,27-12-2020,13-08-2026
75097,Transversal,Cable Acerado,En Camino Lateral,,,FURLONG GUILLERMO,750,,,,5431245.0491780825,6355974.455479452,Alumbrado Zona 1,Dado de Baja,456477,27-12-2020,13-08-2026
75096,Transversal,Cable Acerado,En Camino Lateral,,,FURLONG GUILLERMO,750,,,,5431245.0491780825,6355974.455479452,Alumbrado Zona 1,Dado de Baja,456476,27-12-2020,13-08-2026
73097,Transversal,Cable Acerado,En Camino Lateral,,,FURLONG GUILLERMO,730,,,,5431244.124520548,6356000.819863014,Alumbrado Zona 1,Dado de Baja,456475,27-12-2020,13-08-2026
73096,Transversal,Cable Acerado,En Camino Lateral,,,FURLONG GUILLERMO,730,,,,5431244.124520548,6356000.819863014,Alumbrado Zona 1,Dado de Baja,456474,27-12-2020,13-08-2026
71097,Transversal,Cable Acerado,En Camino Lateral,,,FURLONG GUILLERMO,710,,,,5431243.199863014,6356027.184246575,Alumbrado Zona 1,Dado de Baja,456473,27-12-2020,13-08-2026
71096,Transversal,Cable Acerado,En Camino Lateral,,,FURLONG GUILLERMO,710,,,,5431243.199863014,6356027.184246575,Alumbrado Zona 1,Dado de Baja,456472,27-12-2020,13-08-2026
276096,Transversal,Cable Acerado,En Camino Lateral,,,LO VALVO DR. JOSE,2760,,,,5437914.738491863,6353988.92882916,Alumbrado Zona 2,Dado de Baja,456471,27-12-2020,13-08-2026
276097,Transversal,Cable Acerado,En Camino Lateral,,,LO VALVO DR. JOSE,2760,,,,5437914.738491863,6353988.92882916,Alumbrado Zona 2,Dado de Baja,456470,27-12-2020,13-08-2026
274597,Transversal,Cable Acerado,En Camino Lateral,,,LO VALVO DR. JOSE,2745,,,,5437948.638275651,6353975.202863044,Alumbrado Zona 2,Dado de Baja,456469,27-12-2020,13-08-2026
274596,Transversal,Cable Acerado,En Camino Lateral,,,LO VALVO DR. JOSE,2745,,,,5437948.638275651,6353975.202863044,Alumbrado Zona 2,Dado de Baja,456468,27-12-2020,13-08-2026
273096,Transversal,Cable Acerado,En Camino Lateral,,,LO VALVO DR. JOSE,2730,,,,5437965.232375382,6354009.339779594,Alumbrado Zona 2,Dado de Baja,456467,27-12-2020,13-08-2026
272597,Transversal,Cable Acerado,En Camino Lateral,,,LO VALVO DR. JOSE,2725,,,,5437979.327848496,6353951.855805686,Alumbrado Zona 2,Dado de Baja,456466,27-12-2020,13-08-2026
271596,Transversal,Cable Acerado,En Camino Lateral,,,LO VALVO DR. JOSE,2715,,,,5437989.340307309,6353935.02934532,Alumbrado Zona 2,Dado de Baja,456465,27-12-2020,13-08-2026
271097,Transversal,Cable Acerado,En Camino Lateral,,,LO VALVO DR. JOSE,2710,,,,5437998.894964395,6354022.947079884,Alumbrado Zona 2,Dado de Baja,456464,27-12-2020,13-08-2026
269000,Transversal,Cable Acerado,En Calle,,,INFANTE INTENDENTE DANIEL,2690,,,,5438004.548298223,6353901.616518789,Alumbrado Zona 2,Dado de Baja,456463,27-12-2020,13-08-2026
268000,Transversal,Cable Acerado,En Calle,,,INFANTE INTENDENTE DANIEL,2680,,,,5438009.145886873,6353890.981538718,Alumbrado Zona 2,Dado de Baja,456462,27-12-2020,13-08-2026
266000,Transversal,Cable Acerado,En Calle,,,INFANTE INTENDENTE DANIEL,2660,,,,5438021.957927358,6353871.736357994,Alumbrado Zona 2,Dado de Baja,456461,27-12-2020,13-08-2026
262000,Transversal,Cable Acerado,En Calle,,,INFANTE INTENDENTE DANIEL,2620,,,,5438054.703372325,6353838.952447402,Alumbrado Zona 2,Dado de Baja,456460,27-12-2020,13-08-2026
228000,Transversal,Cable Acerado,En Calle,,,CHUQUISACA,2280,,,,5437922.65125,6351021.29125,Alumbrado Zona 3,Dado de Baja,456459,27-12-2020,13-08-2026
226000,Transversal,Cable Acerado,En Calle,,,CHUQUISACA,2260,,,,5437947.96375,6351022.20375,Alumbrado Zona 3,Dado de Baja,456458,27-12-2020,13-08-2026
209000,Transversal,Cable Acerado,En Calle,,,BARDAS NICOLAS ISIDRO,2090,,,,5433752.66862069,6360879.4382758625,Alumbrado Zona 1,Dado de Baja,456449,27-12-2020,13-08-2026
232097,Transversal,Cable Acerado,En Camino Lateral,,,ARABE UNIDA REPUBLICA,2320,,,,5437834.63875,6350764.15625,Alumbrado Zona 3,Dado de Baja,456447,27-12-2020,13-08-2026
232096,Transversal,Cable Acerado,En Camino Lateral,,,ARABE UNIDA REPUBLICA,2320,,,,5437834.63875,6350764.15625,Alumbrado Zona 3,Dado de Baja,456446,27-12-2020,13-08-2026
218000,Transversal,Cable Acerado,En Calle,,,ALIGHIERI DANTE,2180,,,,5438527.252148523,6353289.386723675,Alumbrado Zona 2,Dado de Baja,456430,27-12-2020,13-08-2026
216000,Transversal,Cable Acerado,En Calle,,,ALIGHIERI DANTE,2160,,,,5438550.174536888,6353301.069222648,Alumbrado Zona 2,Dado de Baja,456429,27-12-2020,13-08-2026
211000,Transversal,Cable Acerado,En Calle,,,ALIGHIERI DANTE,2110,,,,5438610.619015668,6353322.664472992,Alumbrado Zona 2,Dado de Baja,456428,27-12-2020,13-08-2026
204000,Transversal,Cable Acerado,En Calle,,,ALIGHIERI DANTE,2040,,,,5438696.28401654,6353350.278169,Alumbrado Zona 2,Dado de Baja,456427,27-12-2020,13-08-2026
202000,Transversal,Cable Acerado,En Calle,,,ALIGHIERI DANTE,2020,,,,5438718.209825631,6353363.610958049,Alumbrado Zona 2,Dado de Baja,456426,27-12-2020,13-08-2026
239013,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2390,,,,5432259.24,6360836.073333334,Alumbrado Zona 1,Dado de Baja,456425,27-12-2020,13-08-2026
239012,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2390,,,,5432259.24,6360836.073333334,Alumbrado Zona 1,Dado de Baja,456424,27-12-2020,13-08-2026
238013,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2380,,,,5432265.2524999995,6360821.19,Alumbrado Zona 1,Dado de Baja,456423,27-12-2020,13-08-2026
238012,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2380,,,,5432265.2524999995,6360821.19,Alumbrado Zona 1,Dado de Baja,456422,27-12-2020,13-08-2026
236012,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2360,,,,5432277.2775,6360791.423333334,Alumbrado Zona 1,Dado de Baja,456421,27-12-2020,13-08-2026
236013,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2360,,,,5432277.2775,6360791.423333334,Alumbrado Zona 1,Dado de Baja,456420,27-12-2020,13-08-2026
235012,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2350,,,,5432283.29,6360776.54,Alumbrado Zona 1,Dado de Baja,456419,27-12-2020,13-08-2026
235013,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2350,,,,5432283.29,6360776.54,Alumbrado Zona 1,Dado de Baja,456418,27-12-2020,13-08-2026
234012,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2340,,,,5432289.067391304,6360762.237391304,Alumbrado Zona 1,Dado de Baja,456417,27-12-2020,13-08-2026
234013,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2340,,,,5432289.067391304,6360762.237391304,Alumbrado Zona 1,Dado de Baja,456416,27-12-2020,13-08-2026
232012,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2320,,,,5432303.510869565,6360726.480869565,Alumbrado Zona 1,Dado de Baja,456415,27-12-2020,13-08-2026
232013,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2320,,,,5432303.510869565,6360726.480869565,Alumbrado Zona 1,Dado de Baja,456414,27-12-2020,13-08-2026
231012,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2310,,,,5432310.7326086955,6360708.602608696,Alumbrado Zona 1,Dado de Baja,456413,27-12-2020,13-08-2026
231013,Transversal,Cable Acerado,En Calle,,,MARIA ELENA WALSH,2310,,,,5432310.7326086955,6360708.602608696,Alumbrado Zona 1,Dado de Baja,456412,27-12-2020,13-08-2026
310367,Columna,Acero,En Espacios Verdes,CARAC 67,,RIOJA,3173,,,,5437631393,6355388108,Alumbrado Zona 2,Dado de Baja,455880,18-12-2020,13-08-2026
310267,Columna,Acero,En Espacios Verdes,CARAC 67,,CORDERO,910,,,,5437643696,6355384042,Alumbrado Zona 2,Dado de Baja,455879,18-12-2020,13-08-2026
60167,Columna,Acero,En Espacios Verdes,CARAC 67,,AVELLANEDA NICOLAS,670,,,,5436506.7,6355954232,Alumbrado Zona 2,Dado de Baja,455869,18-12-2020,13-08-2026
210379,Columna,Acero,En Espacios Verdes,CARAC 79,,LOPEZ ESTANISLAO,2153,,,,5439254616,6356630.04,Alumbrado Zona 2,Dado de Baja,455861,18-12-2020,13-08-2026
210279,Columna,Acero,En Espacios Verdes,CARAC 79,,LOPEZ ESTANISLAO,2143,,,,5439271994,6356622741,Alumbrado Zona 2,Dado de Baja,455860,18-12-2020,13-08-2026
630167,Columna,Acero,En Espacios Verdes,CARAC 67,,CAMPBELL,1789,,,,5433847313,6354591846,Alumbrado Zona 2,Dado de Baja,455770,18-12-2020,13-08-2026
20269,Columna,Acero,En Espacios Verdes,CARAC 69,,ITUZAINGO,163,,Bis,,5441637926,6353022186,Alumbrado Zona 2,Dado de Baja,455759,18-12-2020,13-08-2026
20169,Columna,Acero,En Espacios Verdes,CARAC 69,,BERUTI ANTONIO LUIS,2026,,,,5441658786,6353017405,Alumbrado Zona 2,Dado de Baja,455758,18-12-2020,13-08-2026
494000,Columna,Acero,En Calle,CARAC 00,,SARAVIA APARICIO,957,,,,5435378297,6355770844,Alumbrado Zona 2,Dado de Baja,455756,18-12-2020,13-08-2026
490600,Columna,Acero,En Calle,CARAC 00,,SUCRE ANTONIO JOSE DE,952,,,,5435409356,6355771662,Alumbrado Zona 2,Dado de Baja,455755,18-12-2020,13-08-2026
220168,Columna,Acero,En Espacios Verdes,CARAC 68,,SAN LORENZO,2232,,,,5438915108,6355535461,Alumbrado Zona 2,Dado de Baja,455744,18-12-2020,13-08-2026
170878,Columna,Acero,En Espacios Verdes,CARAC 78,,SCHIFFNER EMILIO,1631,,,,5439866152,6356243237,Alumbrado Zona 2,Dado de Baja,455743,18-12-2020,13-08-2026
170278,Columna,Acero,En Espacios Verdes,CARAC 78,,SCHIFFNER EMILIO,1641,,,,5439849638,6356243237,Alumbrado Zona 2,Dado de Baja,455742,18-12-2020,13-08-2026
180977,Columna,Acero,En Espacios Verdes,CARAC 77,,ILLIA PTE. ARTURO U.,1854,,,,5439650602,6356447489,Alumbrado Zona 2,Dado de Baja,455741,18-12-2020,13-08-2026
180377,Columna,Acero,En Espacios Verdes,CARAC 77,,ILLIA PTE. ARTURO U.,1840,,,,5439647994,6356409246,Alumbrado Zona 2,Dado de Baja,455740,18-12-2020,13-08-2026
180376,Columna,Acero,En Espacios Verdes,CARAC 76,,ILLIA PTE. ARTURO U.,1754,,,,5439747947,6356357096,Alumbrado Zona 2,Dado de Baja,455739,18-12-2020,13-08-2026
190978,Columna,Acero,En Espacios Verdes,CARAC 78,,ILLIA PTE. ARTURO U.,1914,,,,5439591499,6356485731,Alumbrado Zona 2,Dado de Baja,455726,18-12-2020,13-08-2026
70277,Columna,Acero,En Espacios Verdes,CARAC 77,,ESTEVEZ BOERO GUILLERMO,721,,,,5440994089,6355159577,Alumbrado Zona 2,Dado de Baja,455725,18-12-2020,13-08-2026
70177,Columna,Acero,En Espacios Verdes,CARAC 77,,ESTEVEZ BOERO GUILLERMO,681,,,,5441046782,6355115801,Alumbrado Zona 2,Dado de Baja,455724,18-12-2020,13-08-2026
111868,Columna,Acero,En Espacios Verdes,CARAC 68,,ITUZAINGO,1146,,,,5439951713,6353463001,Alumbrado Zona 2,Dado de Baja,455691,18-12-2020,13-08-2026
430167,Columna,Acero,En Espacios Verdes,CARAC 67,,BORDABEHERE DR. ENZO,4357,,,,5436266426,6356363711,Alumbrado Zona 2,Dado de Baja,455690,18-12-2020,13-08-2026
210179,Columna,Acero,En Espacios Verdes,CARAC 79,,LOPEZ ESTANISLAO,2113,,,,5439309093,6356592791,Alumbrado Zona 2,Dado de Baja,455689,18-12-2020,13-08-2026
200278,Columna,Acero,En Espacios Verdes,CARAC 78,,LOPEZ ESTANISLAO,2069,,,,5439363664,6356562166,Alumbrado Zona 2,Dado de Baja,455688,18-12-2020,13-08-2026
200178,Columna,Acero,En Espacios Verdes,CARAC 78,,LOPEZ ESTANISLAO,2035,,,,5439399217,6356536854,Alumbrado Zona 2,Dado de Baja,455687,18-12-2020,13-08-2026
10368,Columna,Acero,En Espacios Verdes,CARAC 68,,COMUNIDAD FORAL DE NAVARRA,105,,,,5441559628,6354296057,Alumbrado Zona 2,Dado de Baja,455686,18-12-2020,13-08-2026
21075,Columna,Acero,En Espacios Verdes,CARAC 75,,COMUNIDAD FORAL DE NAVARRA,263,,,,5441441282,6354397429,Alumbrado Zona 2,Dado de Baja,455684,18-12-2020,13-08-2026
500168,Columna,Acero,En Espacios Verdes,CARAC 68,,MENDOZA,5009,,,,5435221358,6355423126,Alumbrado Zona 2,Dado de Baja,455683,18-12-2020,13-08-2026
430367,Columna,Acero,En Espacios Verdes,CARAC 67,,TUCUMAN,4382,,,,5436238094,6356361091,Alumbrado Zona 2,Dado de Baja,455682,18-12-2020,13-08-2026
430267,Columna,Acero,En Espacios Verdes,CARAC 67,,TUCUMAN,4372,,,,5436251983,6356362357,Alumbrado Zona 2,Dado de Baja,455681,18-12-2020,13-08-2026
20975,Columna,Acero,En Espacios Verdes,CARAC 75,,COMUNIDAD FORAL DE NAVARRA,247,,,,5441446279,6354379395,Alumbrado Zona 2,Dado de Baja,455679,18-12-2020,13-08-2026
20875,Columna,Acero,En Espacios Verdes,CARAC 75,,COMUNIDAD FORAL DE NAVARRA,265,,,,5441425365,6354389206,Alumbrado Zona 2,Dado de Baja,455678,18-12-2020,13-08-2026
20775,Columna,Acero,En Espacios Verdes,CARAC 75,,COMUNIDAD FORAL DE NAVARRA,241,,,,5441427079,6354360364,Alumbrado Zona 2,Dado de Baja,455677,18-12-2020,13-08-2026
730167,Columna,Acero,En Espacios Verdes,CARAC 67,,VOLTA ALEJANDRO,7319,,,,5432777528,6353541418,Alumbrado Zona 2,Dado de Baja,455676,18-12-2020,13-08-2026
310167,Columna,Acero,En Espacios Verdes,CARAC 67,,CORDERO,918,,,,5437638674,6355370298,Alumbrado Zona 2,Dado de Baja,455675,18-12-2020,13-08-2026
